Left Elbow Angle,Right Elbow Angle,Left Shoulder Angle,Right Shoulder Angle,Left Knee Angle,Right Knee Angle,Label
174.51309140514684,192.63170417502795,188.38912562416596,182.51913820007803,179.92251871396525,178.77422304835451,tadasana.mp4
174.25906497790064,192.54799704795863,187.98495201836755,182.59975868324722,179.96284717905593,178.66444021533476,tadasana.mp4
174.28774666192538,192.45462406229404,187.82183071561118,182.67014409161533,179.9607987714572,178.62726196533555,tadasana.mp4
174.11068092682245,192.413423962104,187.66244637502732,182.7077790237649,179.99234722424126,178.64261190024098,tadasana.mp4
174.02620694348963,192.3662893939256,187.59645759789808,182.77381550419872,180.00736980851298,178.65497113916186,tadasana.mp4
173.97766675092342,192.28982518519356,187.54942576004404,182.78119891724901,180.03285461685874,178.65109471650484,tadasana.mp4
173.9784086210067,192.2650008972352,187.5393368686334,182.72524051838863,180.01960510551498,178.62643493338228,tadasana.mp4
173.80071498070217,192.2206233364425,187.4485440750735,182.70443063533781,180.01510159912957,178.61357286089012,tadasana.mp4
173.39722268172474,192.4365082752423,187.27436976821775,182.5782920774621,180.02732158883813,178.49646108675788,tadasana.mp4
172.83044826591333,192.58472774941197,187.08928999260363,182.4713067533351,180.03772158009303,178.29913487703413,tadasana.mp4
172.53994898072023,192.77481246466297,187.0788484385707,182.3219031758155,180.0949982810966,178.28196026075324,tadasana.mp4
172.0968848792867,192.86192409356377,186.93224475329058,182.24806908817595,180.15268833196635,178.14125284010242,tadasana.mp4
171.69258246627484,192.97534145836713,186.73976822422603,182.17020336861532,180.18279039270118,178.0393929034587,tadasana.mp4
171.51518879757353,192.97999461091692,186.5542452834302,182.1457459985492,180.13421330257987,178.01552127655995,tadasana.mp4
171.19215276454588,192.91188789634015,186.0955962159721,182.21075285292858,180.11883611083664,178.0326458877497,tadasana.mp4
171.1875320539653,192.5735162482617,185.5902259432072,182.76563200577314,180.09280007653817,178.0904687634093,tadasana.mp4
173.4445512957631,192.21474698842513,185.92993551098624,183.38822727565244,180.04059538403922,178.1285535889575,tadasana.mp4
177.41833869815358,191.83410469206225,187.45031695056522,184.696800810512,180.02616256743863,178.1105757935426,tadasana.mp4
180.2080012966842,190.97139411031338,188.41212365792228,186.01207393896178,180.20630634172957,177.89376892461192,tadasana.mp4
181.1404342384573,190.8890525421205,188.32885667459,186.65033111156197,180.26346754096082,178.05214594124945,tadasana.mp4
183.77048574236892,191.19439749814745,189.87633619083667,186.2943024353897,180.22127004104826,178.2878304355745,tadasana.mp4
184.3875625957693,191.02318339335153,190.71933048388433,185.74171075782337,180.24256099163637,178.45589558950832,tadasana.mp4
183.48303237168412,190.9859314137826,190.55573630614268,185.55087925971375,180.10092768974246,178.52887835786012,tadasana.mp4
182.87579150103812,190.79645583097425,190.1509891644284,185.73200566020293,180.2873111059677,178.5292577252593,tadasana.mp4
182.97201233703345,190.59661597925574,190.0143745801034,185.6139490040316,180.49100639400294,178.57574262182086,tadasana.mp4
182.51306632574727,190.4861128138855,189.78945646590617,185.5249175842838,180.59173053450564,178.63897298308612,tadasana.mp4
182.34582289803112,189.9149264010499,189.80704968519083,185.54306822854016,180.71653137456855,178.67305411653896,tadasana.mp4
182.01110974959124,188.9097297759164,189.66755172929658,185.93267236601412,180.79970252495076,178.63860531944442,tadasana.mp4
